type,client,tx,amount
withdrawal,106,6179,6234.6634
deposit,321,6180,4526.983
withdrawal,1,6181,3014.2249
withdrawal,2,6182,9937.1794
deposit,386,6183,1697.2919
deposit,280,6184,5650.8824
dispute,432,5297,
deposit,85,6186,9041.2794
dispute,398,1359,
withdrawal,318,6188,5422.5968
deposit,468,6189,1734.3539
deposit,81,6190,2473.4146
deposit,89,6191,2447.5405
withdrawal,35,6192,9058.7761
deposit,413,6193,1136.1075
withdrawal,298,6197,6951.7309
deposit,107,6198,1928.2883
deposit,84,6199,3941.7484
deposit,84,6200,73.4174
deposit,276,6201,1225.366
deposit,47,6203,4443.8659
dispute,69,92,
dispute,125,5283,
withdrawal,39,6208,5880.3935
deposit,143,6209,3839.9239
withdrawal,48,6211,3419.6364
deposit,408,6212,1808.9339
deposit,229,6213,999.6457
withdrawal,191,6214,1281.9603
deposit,141,6216,6678.1302
withdrawal,261,6217,2519.4933
chargeback,53,1422,
dispute,14,5414,
deposit,118,6221,6598.7878
withdrawal,451,6222,3154.7351
deposit,71,6223,1662.9872
deposit,55,6224,8600.7384
deposit,182,6225,2709.7869
deposit,52,6227,2995.8274
withdrawal,237,6230,4661.9115
withdrawal,499,6231,8599.8355
chargeback,79,992,
deposit,409,6234,5907.4169
resolve,377,3915,
withdrawal,396,6236,415.432
deposit,253,6237,9616.4625
deposit,451,6238,5889.5282
deposit,286,6239,3580.3264
deposit,492,6242,8834.3207
withdrawal,171,6243,7352.6736
deposit,272,6244,9726.6326
withdrawal,165,6245,1350.6218
withdrawal,404,6246,3979.5879
deposit,65,6247,3624.7636
withdrawal,474,6248,7371.4011
dispute,42,2522,
deposit,285,6250,8695.8942
resolve,374,5468,
deposit,89,6254,5890.2349
dispute,129,4923,
dispute,47,2031,
deposit,45,6258,5940.6225
withdrawal,404,6259,3944.7955
deposit,426,6260,1344.6544
withdrawal,205,6261,8280.4842
withdrawal,100,6263,8359.7028
deposit,332,6264,6145.6178
deposit,113,6266,5387.8944
withdrawal,91,6267,8363.7029
deposit,48,6268,3823.8327
withdrawal,3,6269,9650.9403
withdrawal,478,6270,4859.0495
withdrawal,20,6271,4002.9325
withdrawal,473,6272,8309.7036
withdrawal,29,6273,8703.2136
withdrawal,201,6274,104.2234
withdrawal,294,6275,1735.468
withdrawal,139,6276,8261.7974
deposit,338,6277,6733.2935
withdrawal,59,6279,2831.8598
dispute,48,3150,
deposit,481,6281,3891.505
dispute,142,4709,
dispute,469,6167,
withdrawal,238,6284,5234.0656
withdrawal,440,6286,6044.4473
deposit,93,6287,8188.0758
deposit,451,6288,4734.3413
withdrawal,440,6289,198.7084
deposit,316,6291,2998.4976
deposit,94,6292,2871.0243
withdrawal,113,6293,7715.1848
dispute,40,402,
withdrawal,138,6295,7961.5096
resolve,257,4106,
withdrawal,6,6298,7727.336
resolve,194,673,
withdrawal,287,6301,6882.4559
withdrawal,89,6302,7339.6881
deposit,137,6303,9792.5493
deposit,2,6304,5009.0972
withdrawal,173,6305,4817.6062
deposit,484,6306,3908.7575
deposit,143,6307,8352.4554
deposit,17,6308,4770.0789
withdrawal,40,6309,500.0596
withdrawal,49,6311,5052.3831
withdrawal,465,6312,2123.5744
withdrawal,27,6313,824.4616
withdrawal,386,6314,8784.8242
dispute,132,2017,
resolve,284,1168,
deposit,338,6318,5195.1527
deposit,419,6319,9383.8862
deposit,77,6320,5769.0699
withdrawal,57,6321,3345.8805
withdrawal,358,6322,205.3182
withdrawal,500,6323,7529.2348
deposit,220,6324,2279.7083
withdrawal,127,6325,5921.8092
withdrawal,126,6326,4830.9868
deposit,226,6327,8174.4163
deposit,478,6329,4206.8764
dispute,144,4462,
withdrawal,395,6332,3291.6392
dispute,242,4483,
deposit,156,6335,6964.0594
withdrawal,356,6336,9874.1268
chargeback,13,4156,
chargeback,166,1514,
deposit,71,6339,6944.9987
withdrawal,31,6340,7650.1774
withdrawal,392,6341,6828.2571
withdrawal,227,6342,2060.1215
deposit,430,6343,4022.7892
deposit,84,6344,4746.1911
chargeback,484,3827,
deposit,430,6346,4905.8901
withdrawal,288,6347,9657.7893
deposit,394,6348,4637.0419
chargeback,235,1156,
deposit,158,6351,4052.8462
deposit,150,6352,7179.915
deposit,303,6353,9724.789
deposit,45,6354,9576.4551
deposit,155,6355,1130.4343
resolve,184,2297,
dispute,14,4986,
withdrawal,316,6358,1899.3193
deposit,189,6359,9585.9415
withdrawal,140,6360,6587.2308
deposit,358,6362,4659.6182
withdrawal,276,6363,5020.4774
withdrawal,475,6364,9538.5277
deposit,139,6365,3438.0546
deposit,331,6366,1030.4585
deposit,262,6368,1997.9318
deposit,59,6370,4123.2506
deposit,153,6371,2036.6673
deposit,263,6372,5176.2963
deposit,82,6374,6006.7821
withdrawal,213,6375,8329.4029
deposit,432,6376,6605.4732
withdrawal,10,6377,9514.1433
withdrawal,95,6378,6313.8274
deposit,46,6379,4230.4005
withdrawal,304,6380,8585.937
deposit,68,6382,5304.3074
deposit,431,6383,4563.4385
withdrawal,100,6385,2806.8297
withdrawal,112,6386,6302.5105
withdrawal,95,6387,9983.1999
dispute,349,3085,
withdrawal,42,6389,8105.254
withdrawal,477,6390,1623.9006
withdrawal,449,6391,5967.1109
deposit,300,6392,9568.2873
deposit,235,6393,1827.2135
withdrawal,466,6394,4051.2854
dispute,418,2463,
withdrawal,313,6396,8.6908
resolve,471,1576,
withdrawal,163,6398,421.2444
withdrawal,182,6399,2559.1661
withdrawal,386,6400,7897.9387
dispute,399,6133,
withdrawal,498,6402,8270.8634
dispute,140,5462,
withdrawal,292,6405,2488.4481
withdrawal,190,6406,4111.7276
resolve,102,139,
withdrawal,20,6408,6043.5858
withdrawal,300,6410,5815.1868
dispute,291,5341,
dispute,70,2058,
deposit,310,6413,1658.6899
deposit,211,6414,111.7853
withdrawal,214,6415,9486.3286
deposit,292,6416,1892.2488
deposit,177,6417,5880.2891
deposit,378,6418,2154.1471
withdrawal,385,6419,8651.748
withdrawal,205,6420,7101.4455
withdrawal,231,6421,9163.729
deposit,223,6422,2471.3435
withdrawal,269,6423,8952.2328
withdrawal,417,6424,2002.2205
dispute,271,2684,
deposit,65,6426,45.1859
deposit,35,6427,6524.0621
withdrawal,338,6428,1468.7942
resolve,316,849,
deposit,380,6430,8529.2178
deposit,446,6431,2178.0538
withdrawal,61,6432,3214.6502
withdrawal,462,6433,1324.8202
withdrawal,303,6434,6444.6293
withdrawal,427,6435,1598.5292
deposit,403,6436,2969.2179
deposit,6,6437,557.0564
deposit,94,6438,310.7714
withdrawal,478,6439,4281.6434
chargeback,483,5175,
deposit,464,6441,9153.8216
chargeback,292,861,
deposit,439,6443,8793.5882
withdrawal,44,6444,2460.803
withdrawal,479,6445,4090.9924
withdrawal,480,6446,9781.7293
dispute,329,5561,
withdrawal,159,6449,4908.0344
dispute,62,3092,
deposit,494,6451,4822.1365
withdrawal,317,6452,970.2344
withdrawal,27,6453,1965.2965
withdrawal,87,6454,622.0366
deposit,215,6455,9660.0158
deposit,76,6456,5908.2722
deposit,265,6457,4596.7588
deposit,98,6458,8103.8404
resolve,437,2179,
deposit,147,6460,7797.5275
withdrawal,253,6461,7498.1743
deposit,274,6462,7744.8942
chargeback,162,716,
withdrawal,429,6464,763.0872
withdrawal,388,6465,6299.1195
withdrawal,471,6466,899.1944
deposit,356,6467,8638.916
withdrawal,304,6468,3517.4008
withdrawal,417,6470,5089.326
deposit,177,6471,7289.4687
withdrawal,414,6472,2606.4598
deposit,188,6474,9218.3332
withdrawal,25,6475,27.9257
deposit,146,6476,8922.715
withdrawal,411,6477,3190.0132
withdrawal,160,6478,9847.1357
deposit,390,6479,1782.9325
deposit,412,6480,5886.0749
dispute,202,4203,
withdrawal,264,6482,6845.2426
deposit,143,6483,6601.0547
deposit,274,6484,3918.0297
withdrawal,81,6485,906.3397
withdrawal,462,6486,7093.2305
dispute,106,1939,
dispute,176,770,
resolve,310,5064,
deposit,436,6491,7621.109
deposit,431,6492,5056.3857
withdrawal,495,6493,9924.0097
deposit,22,6494,9790.5004
deposit,367,6495,5408.9731
dispute,371,5513,
deposit,41,6497,8107.758
withdrawal,194,6498,5371.6015
deposit,284,6499,3429.7593
deposit,410,6500,6581.7378
withdrawal,58,6501,324.4532
dispute,233,2866,
withdrawal,10,6503,6781.5274
withdrawal,244,6504,3634.2213
deposit,143,6505,8635.5685
withdrawal,459,6507,7507.3995
deposit,149,6508,8228.9198
deposit,294,6509,5766.2143
withdrawal,209,6511,1798.84
resolve,168,4033,
deposit,473,6513,9762.2541
deposit,274,6515,3740.329
withdrawal,417,6516,60.3707
withdrawal,465,6517,485.1385
dispute,476,4979,
deposit,22,6519,4340.2932
deposit,5,6520,7309.6094
withdrawal,455,6521,2660.5529
deposit,5,6522,110.479
deposit,111,6523,9884.3777
deposit,15,6525,234.0315
deposit,135,6526,7674.1584
deposit,357,6528,8574.8237
deposit,295,6529,9691.7889
withdrawal,22,6530,430.9362
withdrawal,479,6532,2578.638
deposit,47,6537,6306.5864
resolve,62,3092,
deposit,179,6539,2834.6519
resolve,430,1399,
deposit,208,6541,5971.5825
deposit,352,6542,4933.7412
withdrawal,254,6543,3799.4818
dispute,121,2799,
deposit,416,6545,3096.6596
deposit,217,6546,2964.0306
withdrawal,443,6547,9018.0744
deposit,208,6548,3533.8413
withdrawal,33,6549,272.7042
dispute,192,1519,
deposit,226,6551,4232.1813
withdrawal,415,6552,540.6319
deposit,270,6553,3734.8234
deposit,92,6554,2092.679
withdrawal,303,6555,5672.1091
withdrawal,496,6557,2138.7278
chargeback,349,3085,
withdrawal,28,6559,1231.9593
chargeback,478,1549,
withdrawal,327,6561,4347.8376
withdrawal,298,6563,3884.0442
deposit,64,6564,8811.1869
withdrawal,366,6565,6272.3855
deposit,287,6566,3743.1789
deposit,240,6567,9705.7211
withdrawal,382,6568,8013.0873
deposit,46,6569,8555.5313
deposit,413,6570,1640.2601
withdrawal,309,6571,2419.7132
chargeback,98,307,
withdrawal,362,6573,2127.8016
withdrawal,350,6574,2891.6691
deposit,21,6575,3222.278
withdrawal,391,6576,9347.7784
deposit,441,6578,2583.6148
deposit,225,6579,6219.8727
withdrawal,364,6580,6517.4039
deposit,24,6581,217.8892
deposit,49,6582,653.5214
deposit,316,6583,5163.1407
withdrawal,151,6584,4946.9456
deposit,37,6585,8894.6904
deposit,420,6587,3283.2286
deposit,138,6588,8967.0949
deposit,224,6590,2018.1934
deposit,492,6591,38.798
withdrawal,427,6592,9846.8286
deposit,110,6593,7734.7947
dispute,222,4459,
withdrawal,253,6595,2184.221
deposit,481,6596,9549.4613
dispute,206,5553,
dispute,474,1809,
deposit,286,6599,3785.143
withdrawal,18,6600,1695.4877
deposit,148,6602,6403.4915
dispute,406,2596,
deposit,460,6604,6754.2997
withdrawal,445,6605,5063.8892
deposit,220,6606,3713.1314
withdrawal,475,6607,8304.2342
withdrawal,208,6609,6343.2931
deposit,485,6611,2827.9623
withdrawal,230,6612,6457.243
deposit,107,6613,9809.4209
withdrawal,405,6616,344.7826
withdrawal,379,6617,8138.8621
dispute,8,320,
withdrawal,422,6619,2966.6919
deposit,66,6620,9753.6213
deposit,52,6622,7186.2918
deposit,39,6624,3296.1135
withdrawal,148,6625,2280.5563
deposit,9,6626,1825.3425
deposit,231,6627,1375.5692
deposit,154,6629,3410.7385
withdrawal,367,6630,643.0756
dispute,263,6372,
withdrawal,105,6632,579.0279
withdrawal,337,6633,674.858
deposit,268,6634,9874.5088
withdrawal,103,6635,5755.77
withdrawal,190,6636,7476.1864
withdrawal,295,6637,3914.7586
withdrawal,386,6638,6867.2986
withdrawal,320,6639,1928.7847
deposit,348,6640,8563.3041
dispute,440,3381,
deposit,31,6643,4172.3912
deposit,197,6644,990.4656
withdrawal,166,6645,7324.8165
withdrawal,351,6646,3306.1092
resolve,341,4162,
deposit,181,6649,2548.4022
deposit,221,6650,523.9789
withdrawal,269,6651,8083.7579
deposit,439,6652,3574.7757
withdrawal,213,6653,3251.636
withdrawal,79,6654,8615.887
withdrawal,134,6655,9329.6007
deposit,3,6656,2016.7076
dispute,209,5008,
withdrawal,429,6659,8672.7625
deposit,374,6660,9583.3565
withdrawal,210,6661,8099.0932
deposit,138,6662,5127.4327
deposit,211,6663,7973.3388
dispute,171,677,
resolve,143,2022,
withdrawal,343,6667,6380.0625
withdrawal,422,6668,8680.1977
dispute,471,5218,
deposit,431,6670,5552.8315
withdrawal,57,6671,6094.3195
withdrawal,270,6672,9143.8153
withdrawal,238,6673,7518.1689
deposit,252,6674,5730.796
deposit,256,6675,5730.7988
withdrawal,347,6676,5845.1953
dispute,322,1912,
dispute,337,4836,
withdrawal,368,6679,1472.2416
deposit,467,6682,3321.9033
deposit,144,6683,4686.9697
deposit,433,6684,2274.3494
withdrawal,147,6686,3626.3793
chargeback,188,2809,
withdrawal,159,6688,7378.403
deposit,466,6689,2015.4644
deposit,257,6690,8391.1515
withdrawal,357,6692,1061.1059
deposit,216,6693,1683.9844
withdrawal,457,6694,7225.9931
dispute,193,5310,
withdrawal,236,6696,2926.063
withdrawal,265,6697,1925.5056
deposit,2,6698,8434.4004
deposit,110,6699,3715.9331
deposit,416,6700,4687.9216
deposit,257,6701,8863.6535
withdrawal,422,6702,5631.7011
deposit,213,6703,9335.7083
deposit,476,6704,4602.2219
withdrawal,74,6705,1191.3521
deposit,320,6706,9806.9795
withdrawal,453,6707,6793.4173
withdrawal,294,6708,3164.2677
withdrawal,366,6710,557.2326
withdrawal,455,6711,9844.3229
withdrawal,298,6712,706.9426
withdrawal,406,6713,3140.288
deposit,104,6714,9888.3404
withdrawal,351,6716,7489.7207
withdrawal,237,6717,5832.2721
deposit,165,6718,5578.7057
withdrawal,155,6719,1677.315
withdrawal,424,6720,5505.3898
deposit,227,6721,8612.5843
withdrawal,492,6722,3986.5382
withdrawal,78,6723,6812.9064
deposit,93,6724,6320.7163
chargeback,171,677,
withdrawal,52,6726,8473.498
dispute,402,5774,
resolve,418,2463,
chargeback,4,56,
dispute,390,731,
deposit,25,6731,2195.2412
deposit,400,6732,3876.8347
withdrawal,156,6735,9213.281
resolve,125,5283,
withdrawal,252,6737,8622.6598
dispute,401,5059,
withdrawal,174,6739,133.6838
deposit,250,6740,7659.6556
dispute,431,3264,
deposit,166,6742,6813.7742
deposit,394,6743,3575.4065
withdrawal,330,6744,6179.0552
chargeback,346,1958,
resolve,141,2734,
deposit,23,6747,1047.6016
withdrawal,40,6748,8877.7514
deposit,487,6749,7525.6749
withdrawal,480,6750,8508.4669
withdrawal,102,6751,1139.1945
chargeback,322,1912,
withdrawal,20,6753,8783.5361
deposit,231,6754,8737.2297
withdrawal,73,6755,8043.1613
withdrawal,322,6756,5124.2688
withdrawal,135,6757,5745.4753
deposit,151,6758,8194.2083
resolve,217,2152,
withdrawal,417,6760,2180.0739
withdrawal,69,6761,2187.0793
deposit,256,6762,8686.1718
withdrawal,182,6763,3661.1488
withdrawal,343,6765,2335.9807
deposit,261,6766,7106.993
deposit,70,6767,3314.9359
dispute,84,5124,
withdrawal,90,6770,8545.5098
withdrawal,378,6771,6268.6612
withdrawal,131,6772,7971.1726
resolve,13,4875,
chargeback,150,5442,
deposit,131,6775,3454.4238
withdrawal,324,6776,6503.3671
withdrawal,472,6777,7407.496
withdrawal,33,6779,132.2662
deposit,341,6781,6455.6588
deposit,483,6782,2280.0379
withdrawal,391,6783,6676.7957
deposit,198,6784,7052.6288
dispute,250,5263,
chargeback,377,1313,
deposit,208,6788,9710.9632
resolve,395,160,
chargeback,179,404,
withdrawal,372,6792,7071.0947
deposit,96,6793,4156.7456
withdrawal,232,6794,9899.4868
deposit,212,6795,15.9551
resolve,161,2059,
dispute,90,606,
dispute,407,924,
deposit,349,6799,2687.38
deposit,302,6800,8996.5441
chargeback,107,2169,
resolve,114,628,
deposit,443,6804,3274.6509
withdrawal,326,6805,1203.856
deposit,151,6806,2113.6762
resolve,398,1359,
resolve,156,531,
withdrawal,452,6809,8135.7476
deposit,57,6810,4896.673
deposit,66,6811,5676.5489
chargeback,401,5059,
deposit,325,6813,6393.9485
withdrawal,249,6814,8508.2278
withdrawal,24,6816,25.7989
withdrawal,400,6819,8750.1733
deposit,205,6820,5334.9174
deposit,275,6821,3007.5999
deposit,387,6822,661.9807
withdrawal,474,6823,7312.4195
withdrawal,357,6824,2924.8147
withdrawal,425,6825,928.8571
withdrawal,134,6826,5260.3054
withdrawal,239,6827,2137.349
resolve,69,92,
withdrawal,8,6829,2439.3583
withdrawal,254,6830,948.4911
withdrawal,100,6831,5020.9825
withdrawal,31,6832,9650.327
deposit,44,6833,3246.4002
deposit,481,6834,4331.9084
deposit,274,6835,9452.9404
deposit,8,6836,5488.3778
withdrawal,50,6837,6308.9872
deposit,164,6838,3307.3542
chargeback,233,2866,
deposit,281,6840,1428.7362
dispute,220,6606,
withdrawal,370,6843,1792.8793
withdrawal,381,6844,333.3705
deposit,95,6845,9589.4174
chargeback,222,4459,
deposit,10,6847,1682.8286
withdrawal,380,6848,7882.8251
withdrawal,14,6849,367.6452
withdrawal,162,6850,7385.6149
deposit,290,6851,9831.0562
deposit,206,6852,2058.8608
deposit,379,6853,1357.6988
deposit,70,6854,9912.1468
dispute,119,5474,
deposit,95,6856,3725.01
deposit,72,6857,9608.842
deposit,379,6858,8503.5135
chargeback,59,1147,
deposit,158,6860,1925.2385
deposit,329,6861,5170.7145
dispute,490,2540,
deposit,348,6865,2166.5668
withdrawal,96,6866,7725.3783
withdrawal,153,6867,7930.7197
withdrawal,89,6868,4294.5583
deposit,138,6869,7297.0954
resolve,299,4902,
withdrawal,385,6871,6251.3987
chargeback,444,345,
withdrawal,294,6873,1774.2921
resolve,242,4483,
deposit,417,6877,2675.8432
deposit,404,6879,6196.2656
deposit,214,6880,2666.7438
dispute,401,6142,
dispute,208,6541,
resolve,148,465,
withdrawal,107,6885,1273.6908
deposit,128,6887,8774.4199
resolve,363,2289,
withdrawal,473,6889,1033.4743
withdrawal,244,6890,8634.2495
deposit,321,6892,3240.4917
resolve,109,2233,
withdrawal,281,6894,2464.2637
deposit,296,6895,3933.5705
withdrawal,276,6896,5902.7868
deposit,122,6897,4153.3903
dispute,182,6225,
withdrawal,264,6900,884.7566
deposit,126,6901,4740.364
deposit,195,6902,7750.3804
deposit,396,6903,2739.423
withdrawal,315,6904,9589.2996
deposit,375,6906,1179.1285
dispute,63,5130,
resolve,304,4009,
withdrawal,204,6909,8383.4479
deposit,384,6910,3886.6156
withdrawal,360,6911,2051.9431
deposit,418,6912,4600.6349
dispute,384,5592,
withdrawal,111,6914,5056.7655
deposit,341,6915,1816.0392
chargeback,212,1604,
deposit,150,6917,6204.5984
dispute,350,1458,
deposit,169,6920,329.5819
deposit,490,6921,3499.6936
deposit,396,6922,4014.1197
withdrawal,368,6923,7314.0847
dispute,18,657,
withdrawal,116,6925,2155.2263
withdrawal,470,6926,6568.2578
chargeback,106,1939,
deposit,407,6928,8255.4204
dispute,280,5893,
deposit,373,6930,8649.8873
deposit,253,6931,740.0604
dispute,129,1969,
withdrawal,206,6933,5783.8407
deposit,364,6934,7716.819
dispute,25,6731,
chargeback,458,2874,
deposit,475,6938,7480.1493
dispute,38,220,
deposit,150,6940,2578.9118
deposit,284,6942,9964.1351
deposit,108,6943,4255.2456
deposit,357,6944,4857.149
dispute,481,2086,
deposit,472,6946,799.295
deposit,404,6947,7907.3662
deposit,60,6948,7827.1262
withdrawal,51,6949,9262.3021
deposit,419,6950,3035.2477
deposit,238,6951,1616.5581
deposit,478,6952,2893.9925
withdrawal,62,6953,8510.9929
withdrawal,154,6954,9338.9323
dispute,39,6624,
withdrawal,497,6956,4909.1041
deposit,37,6958,376.0547
deposit,327,6959,6576.5555
withdrawal,195,6960,1694.0233
withdrawal,329,6961,2840.3049
deposit,25,6962,824.9293
deposit,172,6963,4110.2355
deposit,340,6964,3885.9721
withdrawal,209,6965,3372.0145
withdrawal,166,6966,7396.1971
deposit,458,6967,6330.3328
deposit,145,6968,9342.4381
withdrawal,239,6969,5206.4435
resolve,469,6167,
deposit,310,6971,9811.6354
withdrawal,16,6972,4327.4262
dispute,179,6539,
withdrawal,188,6974,8865.2405
deposit,371,6976,3897.7731
withdrawal,188,6978,8739.7735
deposit,244,6979,830.9481
deposit,472,6981,51.9313
withdrawal,420,6982,8611.5979
withdrawal,134,6983,7780.5154
deposit,417,6985,6723.4858
deposit,70,6987,4717.6521
deposit,87,6988,1218.0245
dispute,446,2847,
deposit,118,6990,1810.632
deposit,285,6991,5360.9643
deposit,242,6992,5260.5624
dispute,184,5260,
deposit,1,6994,7263.1726
deposit,284,6995,2282.5021
dispute,456,4360,
withdrawal,178,6997,1943.2049
dispute,496,5860,
withdrawal,149,7001,9565.0687
resolve,285,4582,
deposit,269,7003,9266.4158
withdrawal,53,7005,2426.6055
deposit,40,7006,7866.6467
withdrawal,135,7008,7998.8746
dispute,148,6602,
deposit,282,7010,6415.9525
deposit,346,7011,226.7056
chargeback,114,207,
chargeback,329,5561,
deposit,117,7014,6676.6763
withdrawal,50,7015,2506.5595
withdrawal,306,7017,8143.3977
withdrawal,283,7018,9149.7508
withdrawal,402,7019,6979.0295
withdrawal,11,7020,1866.5382
deposit,494,7022,6895.015
dispute,184,3096,
deposit,194,7024,3885.6845
deposit,216,7025,4524.0187
deposit,140,7026,830.8605
withdrawal,163,7027,933.241
deposit,115,7028,2989.1105
deposit,461,7029,3577.7858
withdrawal,326,7030,1945.3183
deposit,371,7031,6401.8372
withdrawal,435,7032,3013.6385
deposit,145,7035,7439.7224
deposit,462,7036,3015.5139
dispute,3,3340,
dispute,233,4029,
deposit,369,7039,9423.0261
withdrawal,204,7040,5346.2373
deposit,162,7041,3842.343
withdrawal,428,7042,150.4481
withdrawal,143,7043,615.2797
deposit,391,7044,6206.2055
withdrawal,174,7045,3589.0045
deposit,477,7046,3222.263
chargeback,276,648,
withdrawal,199,7048,203.5378
withdrawal,425,7049,3923.7076
withdrawal,81,7051,9512.8335
deposit,308,7052,265.4016
deposit,45,7053,9051.8202
deposit,184,7054,8998.5714
withdrawal,196,7055,8584.5203
deposit,428,7056,9862.0386
deposit,420,7057,9711.7935
chargeback,63,5130,
withdrawal,24,7059,76.8917
deposit,78,7060,6714.5729
deposit,25,7061,6430.2266
deposit,109,7062,4894.6009
deposit,250,7063,21.6146
withdrawal,331,7064,4303.4389
withdrawal,193,7065,3766.3527
